"hgnc_symbol","ensembl_gene_id"
"VPS13A","ENSG00000197969"
"ELOVL2","ENSG00000197977"
"C1orf122","ENSG00000197982"
"PCDH20","ENSG00000197991"
"CLEC9A","ENSG00000197992"
"KEL","ENSG00000197993"
"NOL8","ENSG00000198000"
"IRAK4","ENSG00000198001"
"DLGAP2","ENSG00000198010"
"ZNF335","ENSG00000198026"
"ZNF560","ENSG00000198028"
"TUBA3C","ENSG00000198033"
"ZNF273","ENSG00000198039"
"MAK16","ENSG00000198042"
"DSCR8","ENSG00000198054"
"SFI1","ENSG00000198089"
"ZNF248","ENSG00000198105"
"CHSY3","ENSG00000198108"
"TOR4A","ENSG00000198113"
"OR2L3","ENSG00000198128"
"TMEM229B","ENSG00000198133"
"FAM47C","ENSG00000198173"
"TFDP1","ENSG00000198176"
"ZNF334","ENSG00000198185"
"SZT2","ENSG00000198198"
"CACNA1E","ENSG00000198216"
"QRICH1","ENSG00000198218"
"DDX42","ENSG00000198231"
"UCKL1","ENSG00000198276"
"PEG3","ENSG00000198300"
"SDAD1","ENSG00000198301"
"HYLS1","ENSG00000198331"
"HOXC4","ENSG00000198353"
"SPRED2","ENSG00000198369"
"NTRK1","ENSG00000198400"
"MGEA5","ENSG00000198408"
"CCT8L2","ENSG00000198445"
"ZNF568","ENSG00000198453"
"ZXDB","ENSG00000198455"
"ZNF587","ENSG00000198466"
"ANKRD35","ENSG00000198483"
"HIST1H4E","ENSG00000198518"
"C1orf228","ENSG00000198520"
"ZNF28","ENSG00000198538"
"ZNF789","ENSG00000198556"
"HIST1H4L","ENSG00000198558"
"CTNND1","ENSG00000198561"
"DDX39B","ENSG00000198563"
"SLC34A3","ENSG00000198569"
"TLK1","ENSG00000198586"
"LRBA","ENSG00000198589"
"ZNF536","ENSG00000198597"
"MMP17","ENSG00000198598"
"CCDC69","ENSG00000198624"
"RYR2","ENSG00000198626"
"ZNF534","ENSG00000198633"
"STK39","ENSG00000198648"
"C6orf89","ENSG00000198663"
"LPA","ENSG00000198670"
"TTC37","ENSG00000198677"
"MAGEA1","ENSG00000198681"
"PAPSS2","ENSG00000198682"
"SLC9A6","ENSG00000198689"
"MT-ND6","ENSG00000198695"
"IPO9","ENSG00000198700"
"GPX6","ENSG00000198704"
"CEP290","ENSG00000198707"
"MT-CO2","ENSG00000198712"
"FAM179B","ENSG00000198718"
"DLL1","ENSG00000198719"
"ANKRD13B","ENSG00000198720"
"ECI2","ENSG00000198721"
"MT-CYB","ENSG00000198727"
"SMOC1","ENSG00000198732"
"F5","ENSG00000198734"
"MSRB1","ENSG00000198736"
"ZNF652","ENSG00000198740"
"PLXNB3","ENSG00000198753"
"COLGALT2","ENSG00000198756"
"EGFL6","ENSG00000198759"
"MT-ND2","ENSG00000198763"
"APCDD1L","ENSG00000198768"
"RCSD1","ENSG00000198771"
"GRIN3A","ENSG00000198785"
"MT-ND5","ENSG00000198786"
"MUC2","ENSG00000198788"
"MTOR","ENSG00000198793"
"ZNF521","ENSG00000198795"
"MT-CO1","ENSG00000198804"
"GK","ENSG00000198814"
"ZNF358","ENSG00000198816"
"CD247","ENSG00000198821"
"UBE2J1","ENSG00000198833"
"DENND4B","ENSG00000198837"
"RYR3","ENSG00000198838"
"MT-ND3","ENSG00000198840"
"DUSP27","ENSG00000198842"
"ARHGEF15","ENSG00000198844"
"CES1","ENSG00000198848"
"OSTC","ENSG00000198856"
"TSEN15","ENSG00000198860"
"RUNDC1","ENSG00000198863"
"DCAF12","ENSG00000198876"
"OR5D13","ENSG00000198877"
"MT-ND4","ENSG00000198886"
"MT-ND1","ENSG00000198888"
"DCAF12L1","ENSG00000198889"
"PRMT6","ENSG00000198890"
"CIPC","ENSG00000198894"
"MT-ATP6","ENSG00000198899"
"BHLHB9","ENSG00000198908"
"MAP3K3","ENSG00000198909"
"L1CAM","ENSG00000198910"
"C9orf114","ENSG00000198917"
"DZIP3","ENSG00000198919"
"ATG9A","ENSG00000198925"
"GPRASP1","ENSG00000198932"
"TBKBP1","ENSG00000198933"
"MAGEE1","ENSG00000198934"
"MT-CO3","ENSG00000198938"
"ZFP2","ENSG00000198939"
"DMD","ENSG00000198947"
"MFAP3L","ENSG00000198948"
"KIAA1279","ENSG00000198954"
"PJA2","ENSG00000198961"
"MIRLET7E","ENSG00000198972"
"MIR26A1","ENSG00000199075"
"MIR302C","ENSG00000199102"
"MIR302D","ENSG00000199145"
"MIR367","ENSG00000199169"
"RNU5F-1","ENSG00000199377"
"RNA5SP370","ENSG00000199415"
"SNORA31","ENSG00000199477"
"RNU1-94P","ENSG00000199497"
"RNU6-37P","ENSG00000199562"
"RNA5SP319","ENSG00000199638"
"RNU6-446P","ENSG00000199697"
"RNA5SP307","ENSG00000199733"
"SNORD36A","ENSG00000199744"
"RNA5SP383","ENSG00000199804"
"SNORD115-19","ENSG00000199968"
"RNA5SP145","ENSG00000199994"
"RNU6-1021P","ENSG00000200132"
"","ENSG00000200135"
"RNU6-216P","ENSG00000200152"
"SNORD115-18","ENSG00000200163"
"SNORD85","ENSG00000200181"
"","ENSG00000200209"
"RNU6-992P","ENSG00000200213"
"","ENSG00000200241"
"RNU4-32P","ENSG00000200274"
"RNA5SP352","ENSG00000200278"
"","ENSG00000200291"
"","ENSG00000200305"
"RNU5E-10P","ENSG00000200376"
"RNA5-8SP2","ENSG00000200434"
"RNU6-1020P","ENSG00000200554"
"RNU6-1210P","ENSG00000200645"
"SNORD116-10","ENSG00000200661"
"RNA5SP260","ENSG00000200719"
"RNA5SP68","ENSG00000200755"
"SNORD115-16","ENSG00000200757"
"SNORD8","ENSG00000200785"
"SNORA38","ENSG00000200816"
"RNU6-899P","ENSG00000200817"
"SNORD36B","ENSG00000200831"
"RNA5SP399","ENSG00000200873"
"","ENSG00000200991"
"RNA5SP394","ENSG00000201086"
"","ENSG00000201279"
"","ENSG00000201285"
"","ENSG00000201376"
"RNU6-1277P","ENSG00000201431"
"SNORD115-17","ENSG00000201482"
"","ENSG00000201483"
"","ENSG00000201529"
"RNU6-343P","ENSG00000201579"
"SNORD115-15","ENSG00000201679"
"RNU1-133P","ENSG00000201737"
"SNORD117","ENSG00000201785"
"","ENSG00000201830"
"RNA5SP485","ENSG00000201923"
"SNORD115-20","ENSG00000201969"
"","ENSG00000201988"
"SNORD6","ENSG00000202314"
"","ENSG00000202434"
"RNY4P10","ENSG00000202441"
"MIR488","ENSG00000202609"
"","ENSG00000203327"
"","ENSG00000203343"
"","ENSG00000203346"
"","ENSG00000203392"
"","ENSG00000203437"
"","ENSG00000203472"
"INF2","ENSG00000203485"
"HMGB1P39","ENSG00000203489"
"","ENSG00000203511"
"","ENSG00000203546"
"","ENSG00000203583"
"OR2L2","ENSG00000203663"
"CHML","ENSG00000203668"
"","ENSG00000203691"
"TATDN3","ENSG00000203705"
"CR1","ENSG00000203710"
"METTL11B","ENSG00000203740"
"TMEM244","ENSG00000203756"
"KPRP","ENSG00000203786"
"ADAMTSL4-AS1","ENSG00000203804"
"PPAPDC1A","ENSG00000203805"
"HSD3B1","ENSG00000203857"
"ATP1A1OS","ENSG00000203865"
"C6orf164","ENSG00000203871"
"CCDC160","ENSG00000203952"
"","ENSG00000203987"
"ZYG11A","ENSG00000203995"
"GLT6D1","ENSG00000204007"
"CT83","ENSG00000204019"
"","ENSG00000204044"
"LRRC73","ENSG00000204052"
"NEU4","ENSG00000204099"
"C2orf72","ENSG00000204128"
"RUFY2","ENSG00000204130"
"ASAH2B","ENSG00000204147"
"CXorf65","ENSG00000204165"
"SYT15","ENSG00000204176"
"TMEM57","ENSG00000204178"
"GDF5OS","ENSG00000204183"
"ZDBF2","ENSG00000204186"
"GGNBP1","ENSG00000204188"
"DAXX","ENSG00000204209"
"RXRB","ENSG00000204231"
"COL11A2","ENSG00000204248"
"TAPSAR1","ENSG00000204261"
"COL5A2","ENSG00000204262"
"PSMB8","ENSG00000204264"
"BTNL2","ENSG00000204290"
"COL15A1","ENSG00000204291"
"C6orf10","ENSG00000204296"
"NOTCH4","ENSG00000204301"
"PBX2","ENSG00000204304"
"AGER","ENSG00000204305"
"RNF5","ENSG00000204308"
"AGPAT1","ENSG00000204310"
"STK19","ENSG00000204344"
"DXO","ENSG00000204348"
"SKIV2L","ENSG00000204351"
"NXPE2","ENSG00000204361"
"ZBTB12","ENSG00000204366"
"EHMT2","ENSG00000204371"
"HSPA1A","ENSG00000204389"
"HSPA1L","ENSG00000204390"
"LSM2","ENSG00000204392"
"VARS","ENSG00000204394"
"VWA7","ENSG00000204396"
"CARD16","ENSG00000204397"
"MSH5","ENSG00000204410"
"C6orf25","ENSG00000204420"
"GPANK1","ENSG00000204438"
"C6orf47","ENSG00000204439"
"FAM155A","ENSG00000204442"
"APOM","ENSG00000204444"
"BAG6","ENSG00000204463"
"PRRC2A","ENSG00000204469"
"NCR3","ENSG00000204475"
"PRAMEF17","ENSG00000204479"
"LST1","ENSG00000204482"
"MCCD1","ENSG00000204511"
"AADACL4","ENSG00000204518"
"ZSCAN5C","ENSG00000204532"
"CCHCR1","ENSG00000204536"
"CDSN","ENSG00000204539"
"PSORS1C1","ENSG00000204540"
"C6orf15","ENSG00000204542"
"MUC21","ENSG00000204544"
"PPP1R10","ENSG00000204569"
"LILRB3","ENSG00000204577"
"TRIM39","ENSG00000204599"
"TRIM15","ENSG00000204610"
"ZNF616","ENSG00000204611"
"PTCHD2","ENSG00000204624"
"TBC1D8","ENSG00000204634"
"ASPDH","ENSG00000204653"
"C5orf60","ENSG00000204661"
"OR2H1","ENSG00000204688"
"OR11A1","ENSG00000204694"
"OR14J1","ENSG00000204695"
"MAMDC2-AS1","ENSG00000204706"
"C9orf135","ENSG00000204711"
"TRIM27","ENSG00000204713"
"MALRD1","ENSG00000204740"
"TTC25","ENSG00000204815"
"MROH6","ENSG00000204839"
"ATXN2","ENSG00000204842"
"ZBTB48","ENSG00000204859"
"KRTAP4-8","ENSG00000204880"
"KRTAP1-4","ENSG00000204887"
"KRT40","ENSG00000204889"
"KRT25","ENSG00000204897"
"C11orf83","ENSG00000204922"
"FAM221B","ENSG00000204930"
"ZNF783","ENSG00000204946"
"PCDHGA1","ENSG00000204956"
"PCDHA9","ENSG00000204961"
"PCDHA8","ENSG00000204962"
"PCDHA7","ENSG00000204963"
"PCDHA5","ENSG00000204965"
"PCDHA4","ENSG00000204967"
"PCDHA2","ENSG00000204969"
"PCDHA1","ENSG00000204970"
"","ENSG00000204971"
"SPIRE2","ENSG00000204991"
"PKHD1L1","ENSG00000205038"
"SLFN12L","ENSG00000205045"
"C7orf66","ENSG00000205174"
"FABP9","ENSG00000205186"
"ZBTB10","ENSG00000205189"
"TTLL10-AS1","ENSG00000205231"
"E2F4","ENSG00000205250"
"DGAT2L7P","ENSG00000205267"
"PDE7A","ENSG00000205268"
"MUC12","ENSG00000205277"
"SAP25","ENSG00000205307"
"SLCO6A1","ENSG00000205359"
"LINC00661","ENSG00000205396"
"OR52E6","ENSG00000205409"
"KRT6A","ENSG00000205420"
"KRT81","ENSG00000205426"
"RGL3","ENSG00000205517"
"MUC19","ENSG00000205592"
"LCMT1","ENSG00000205629"
"ARSH","ENSG00000205667"
"DPF3","ENSG00000205683"
"CYP2D7P","ENSG00000205702"
"ITSN1","ENSG00000205726"
"SLCO1B7","ENSG00000205754"
"KLRC3","ENSG00000205810"
"HSP90AB2P","ENSG00000205940"
"NYNRIN","ENSG00000205978"
"IFITM5","ENSG00000206013"
"SERPINB11","ENSG00000206072"
"KRTAP19-8","ENSG00000206102"
"KRTAP20-4","ENSG00000206105"
"TCEB3B","ENSG00000206181"
"ATP10A","ENSG00000206190"
"PRR23A","ENSG00000206260"
"COL6A6","ENSG00000206384"
"LRRC30","ENSG00000206422"
"OR10C1","ENSG00000206474"
"WDR52","ENSG00000206530"
"PRSS50","ENSG00000206549"
"TRIM71","ENSG00000206557"
"XKR4","ENSG00000206579"
"","ENSG00000206603"
"SNORD116-11","ENSG00000206609"
"SNORD24","ENSG00000206611"
"SNORD116-14","ENSG00000206621"
"SNORA80B","ENSG00000206633"
"","ENSG00000206651"
"RNU1-73P","ENSG00000206698"
"RNU6-1080P","ENSG00000206709"
"SNORD116-9","ENSG00000206727"
"","ENSG00000206739"
"SNORA30","ENSG00000206755"
"SNORD37","ENSG00000206775"
"RNU6-811P","ENSG00000206796"
"SNORA32","ENSG00000206799"
"SNORA10","ENSG00000206811"
"","ENSG00000206817"
"SNORA1","ENSG00000206834"
"RNU6-398P","ENSG00000206870"
"","ENSG00000206914"
"RNU6-574P","ENSG00000206992"
"RNU6-611P","ENSG00000207003"
"","ENSG00000207021"
"RNU6-378P","ENSG00000207052"
"SNORA72","ENSG00000207067"
"SNORA25","ENSG00000207112"
"SNORD116-13","ENSG00000207137"
"RNU6-1157P","ENSG00000207185"
"SNORD116-12","ENSG00000207197"
"SNORD116-24","ENSG00000207279"
"SNORD7","ENSG00000207297"
"RNU6-878P","ENSG00000207308"
"","ENSG00000207371"
"SNORD116-23","ENSG00000207375"
"","ENSG00000207382"
"","ENSG00000207390"
"SNORA20","ENSG00000207392"
"SNORA64","ENSG00000207405"
"MIR99B","ENSG00000207550"
"MIR647","ENSG00000207554"
"MIR433","ENSG00000207569"
"MIR615","ENSG00000207571"
"MIR196B","ENSG00000207584"
"MIR7-1","ENSG00000207603"
"MIR127","ENSG00000207608"
"MIR224","ENSG00000207621"
"MIR631","ENSG00000207636"
"MIR141","ENSG00000207708"
"MIR200C","ENSG00000207713"
"MIR218-1","ENSG00000207732"
"MIR452","ENSG00000207753"
"","ENSG00000207765"
"MIR26A2","ENSG00000207789"
"MIR566","ENSG00000207922"
"MIR196A2","ENSG00000207924"
"MIR302A","ENSG00000207927"
"MIR136","ENSG00000207942"
"","ENSG00000207986"
"MIR644A","ENSG00000207997"
"MIR431","ENSG00000208001"
"MIR125A","ENSG00000208008"
"SNORD94","ENSG00000208772"
"MT-TL1","ENSG00000209082"
"SNORD41","ENSG00000209702"
"MT-TF","ENSG00000210049"
"MT-TV","ENSG00000210077"
"MT-RNR2","ENSG00000210082"
"MT-TI","ENSG00000210100"
"MT-TQ","ENSG00000210107"
"MT-TM","ENSG00000210112"
"MT-TW","ENSG00000210117"
"MT-TA","ENSG00000210127"
"MT-TN","ENSG00000210135"
"MT-TC","ENSG00000210140"
"MT-TY","ENSG00000210144"
"MT-TS1","ENSG00000210151"
"MT-TD","ENSG00000210154"
"MT-TK","ENSG00000210156"
"MT-TG","ENSG00000210164"
"MT-TR","ENSG00000210174"
"MT-TH","ENSG00000210176"
"MT-TS2","ENSG00000210184"
"MT-TL2","ENSG00000210191"
"MT-TE","ENSG00000210194"
"MT-TT","ENSG00000210195"
"MT-TP","ENSG00000210196"
"MT-RNR1","ENSG00000211459"
"MIR765","ENSG00000211581"
"MIR762","ENSG00000211591"
"IGKV4-1","ENSG00000211598"
"IGLV5-45","ENSG00000211650"
"IGLV1-44","ENSG00000211651"
"IGLJ2","ENSG00000211676"
"IGLC2","ENSG00000211677"
"IGLJ3","ENSG00000211678"
"TRBV6-1","ENSG00000211706"
"TRBV7-1","ENSG00000211707"
"TRBV4-1","ENSG00000211710"
"TRBV7-3","ENSG00000211714"
"TRBV5-3","ENSG00000211715"
"TRBV9","ENSG00000211716"
"TRBV23-1","ENSG00000211749"
"TRAV14DV4","ENSG00000211792"
"TRAV12-3","ENSG00000211794"
"TRAV17","ENSG00000211797"
"TRAV8-7","ENSG00000211808"
"TRAJ41","ENSG00000211848"
"TRAJ40","ENSG00000211849"
"TRAJ39","ENSG00000211850"
"TRAJ38","ENSG00000211851"
"TRAJ37","ENSG00000211852"
"TRAJ36","ENSG00000211853"
"TRAJ35","ENSG00000211854"
"TRAJ1","ENSG00000211888"
"IGHA2","ENSG00000211890"
"IGHG3","ENSG00000211897"
"IGHM","ENSG00000211899"
"IGHJ6","ENSG00000211900"
"IGHJ2","ENSG00000211904"
"IGHJ1","ENSG00000211905"
"IGHV1-2","ENSG00000211934"
"IGHV2-5","ENSG00000211937"
"IGHV2-26","ENSG00000211951"
"IGHV4-34","ENSG00000211956"
"IGHV1-45","ENSG00000211961"
"IGHV1-46","ENSG00000211962"
"IGHV3-48","ENSG00000211964"
"IGHV3-49","ENSG00000211965"
"IGHV5-51","ENSG00000211966"
"IGHV2-70","ENSG00000211974"
"","ENSG00000211995"
"","ENSG00000212057"
"PRR22","ENSG00000212123"
"TAS2R14","ENSG00000212127"
"SNORD67","ENSG00000212135"
"SNORD91A","ENSG00000212163"
"RNA5SP207","ENSG00000212176"
"RNU6-930P","ENSG00000212240"
"RNA5SP323","ENSG00000212396"
"RNU6-460P","ENSG00000212460"
"RNU6-1268P","ENSG00000212516"
"SNORD91B","ENSG00000212552"
"ZRSR1","ENSG00000212643"
"KRTAP29-1","ENSG00000212658"
"KRTAP4-9","ENSG00000212722"
"RNF208","ENSG00000212864"
"KRTAP3-2","ENSG00000212900"
"MT-ND4L","ENSG00000212907"
"","ENSG00000212928"
"KRTAP10-3","ENSG00000212935"
"ZNF580","ENSG00000213015"
"","ENSG00000213018"
"ZNF611","ENSG00000213020"
"SYT3","ENSG00000213023"
"DENND1B","ENSG00000213047"
"SCAF8","ENSG00000213079"
"CCDC19","ENSG00000213085"
"NOTCH2NL","ENSG00000213240"
"ZNF625-ZNF20","ENSG00000213297"
"ANKRD39","ENSG00000213337"
"GSTM2","ENSG00000213366"
"COG8","ENSG00000213380"
"","ENSG00000213394"
"","ENSG00000213409"
"GBP7","ENSG00000213512"
"RBMXL1","ENSG00000213516"
"C8orf82","ENSG00000213563"
"","ENSG00000213590"
"NDUFS3","ENSG00000213619"
"PPP1CB","ENSG00000213639"
"GPSM3","ENSG00000213654"
"ATF6B","ENSG00000213676"
"TREX1","ENSG00000213689"
"RPL17P50","ENSG00000213700"
"CLIC1","ENSG00000213719"
"DDAH2","ENSG00000213722"
"RPS2P52","ENSG00000213726"
"ZNF337-AS1","ENSG00000213742"
"CENPBD1P1","ENSG00000213753"
"GTF2H4","ENSG00000213780"
"ZNF845","ENSG00000213799"
"TAF9BP1","ENSG00000213871"
"","ENSG00000213872"
"PPM1N","ENSG00000213889"
"LIPE-AS1","ENSG00000213904"
"MDP1","ENSG00000213920"
"IRF9","ENSG00000213928"
"HBE1","ENSG00000213931"
"","ENSG00000213935"
"CLDN9","ENSG00000213937"
"","ENSG00000213953"
"MEF2B","ENSG00000213999"
"REPIN1","ENSG00000214022"
"SMIM7","ENSG00000214046"
"SMCO1","ENSG00000214097"
"MAGEB1","ENSG00000214107"
"SH3D21","ENSG00000214193"
"C19orf38","ENSG00000214212"
"SOGA3","ENSG00000214338"
"","ENSG00000214347"
"BBIP1","ENSG00000214413"
"FAM187A","ENSG00000214447"
"PLIN5","ENSG00000214456"
"NOTO","ENSG00000214513"
"PPME1","ENSG00000214517"
"EML6","ENSG00000214595"
"","ENSG00000214652"
"ARHGEF33","ENSG00000214694"
"IFRD2","ENSG00000214706"
"CAPN14","ENSG00000214711"
"TOMM6","ENSG00000214736"
"SEPT7P2","ENSG00000214765"
"FER1L6","ENSG00000214814"
"","ENSG00000214871"
"TRIM64C","ENSG00000214891"
"SPATA31D1","ENSG00000214929"
"ARHGEF28","ENSG00000214944"
"LRRC69","ENSG00000214954"
"","ENSG00000214955"
"","ENSG00000214970"
"AKAP17BP","ENSG00000214992"
"ACSM4","ENSG00000215009"
"PHB2","ENSG00000215021"
"GNL3LP1","ENSG00000215032"
"GRID2IP","ENSG00000215045"
"","ENSG00000215067"
"C16orf90","ENSG00000215131"
"MUC5AC","ENSG00000215182"
"PEX26","ENSG00000215193"
"GRXCR1","ENSG00000215203"
"UBE2QL1","ENSG00000215218"
"KCNU1","ENSG00000215262"
"VPS16","ENSG00000215305"
"MYL5","ENSG00000215375"
"ZNF407","ENSG00000215421"
"SIAH3","ENSG00000215475"
"DEFB116","ENSG00000215545"
"ANKRD20A11P","ENSG00000215559"
"GAB4","ENSG00000215568"
"HMX1","ENSG00000215612"
"GCGR","ENSG00000215644"
"CELA2B","ENSG00000215704"
"TNFRSF25","ENSG00000215788"
"","ENSG00000215796"
"RPTN","ENSG00000215853"
"C1orf167","ENSG00000215910"
"TTC34","ENSG00000215912"
"","ENSG00000215976"
"MIR887","ENSG00000216077"
"RPL37P15","ENSG00000216365"
"CCDC7","ENSG00000216937"
"FNIP1","ENSG00000217128"
"SP9","ENSG00000217236"
"POM121L4P","ENSG00000217261"
"","ENSG00000217275"
"HMGB1P17","ENSG00000217482"
"KRT18P22","ENSG00000218153"
"KRT8P43","ENSG00000218186"
"HIST1H2APS3","ENSG00000218281"
"TENM3","ENSG00000218336"
"PAPOLB","ENSG00000218823"
"RPA3-AS1","ENSG00000219545"
"HTR5A-AS1","ENSG00000220575"
"","ENSG00000220997"
"","ENSG00000221018"
"MIR1231","ENSG00000221028"
"SNORD111","ENSG00000221066"
"MIR1302-5","ENSG00000221091"
"RNU6ATAC30P","ENSG00000221114"
"MIR1302-8","ENSG00000221269"
"MIR1182","ENSG00000221290"
"","ENSG00000221352"
"MIR1228","ENSG00000221365"
"MIR1306","ENSG00000221366"
"","ENSG00000221474"
"","ENSG00000221613"
"MIR1276","ENSG00000221634"
"MIR1225","ENSG00000221656"
"EBF2","ENSG00000221818"
"PPP3R1","ENSG00000221823"
"PSG3","ENSG00000221826"
"AP4M1","ENSG00000221838"
"OR4A5","ENSG00000221840"
"PLXNA4","ENSG00000221866"
"TMEM257","ENSG00000221870"
"ZNF321P","ENSG00000221874"
"PSG7","ENSG00000221878"
"KRTAP1-3","ENSG00000221880"
"OR1C1","ENSG00000221888"
"FAM200A","ENSG00000221909"
"OR2F2","ENSG00000221910"
"ZNF880","ENSG00000221923"
"SLC12A8","ENSG00000221955"
"PPT2","ENSG00000221988"
"TIAF1","ENSG00000221995"
"BTBD19","ENSG00000222009"
"PSMB11","ENSG00000222028"
"POTEG","ENSG00000222036"
"DCDC2B","ENSG00000222046"
"","ENSG00000222055"
"RN7SKP223","ENSG00000222514"
"RN7SKP109","ENSG00000222524"
"","ENSG00000222611"
"MIR1469","ENSG00000222651"
"","ENSG00000222701"
"RNU2-7P","ENSG00000222726"
"","ENSG00000223060"
"RNU2-72P","ENSG00000223107"
"","ENSG00000223134"
"","ENSG00000223201"
"MIR1909","ENSG00000223244"
"RNU6-603P","ENSG00000223335"
"","ENSG00000223440"
"","ENSG00000223450"
"","ENSG00000223491"
"MTND5P28","ENSG00000223549"
"","ENSG00000223660"
"","ENSG00000223774"
"EFCAB6-AS1","ENSG00000223843"
"ZNF32-AS3","ENSG00000223910"
"","ENSG00000223949"
"","ENSG00000224063"
"","ENSG00000224069"
"","ENSG00000224076"
"SNHG14","ENSG00000224078"
"","ENSG00000224086"
"","ENSG00000224128"
"C5orf66","ENSG00000224186"
"","ENSG00000224272"
"MDC1-AS1","ENSG00000224328"
"","ENSG00000224358"
"HLA-N","ENSG00000224372"
"","ENSG00000224376"
"","ENSG00000224384"
"","ENSG00000224387"
"","ENSG00000224441"
"","ENSG00000224468"
"ATXN1L","ENSG00000224470"
"","ENSG00000224513"
"MED15P4","ENSG00000224679"
"PLA2G12AP1","ENSG00000224680"
"","ENSG00000224691"
"","ENSG00000224730"
"TEX26-AS1","ENSG00000224743"
"","ENSG00000224769"
"CENPIP1","ENSG00000224778"
"","ENSG00000224789"
"TUBB4BP2","ENSG00000224802"
"SRGAP3-AS1","ENSG00000224808"
"COL4A2-AS2","ENSG00000224821"
"C9orf53","ENSG00000224854"
"C17orf89","ENSG00000224877"
"IKBKGP1","ENSG00000224882"
"","ENSG00000224888"
"","ENSG00000224911"
"","ENSG00000224969"
"INE1","ENSG00000224975"
"","ENSG00000225005"
"RPL18AP2","ENSG00000225043"
"","ENSG00000225055"
"","ENSG00000225057"
"","ENSG00000225092"
"","ENSG00000225138"
"","ENSG00000225213"
"","ENSG00000225238"
"","ENSG00000225279"
"","ENSG00000225313"
"","ENSG00000225370"
"RPL26P34","ENSG00000225404"
"RPL21P3","ENSG00000225419"
"","ENSG00000225420"
"KRT41P","ENSG00000225438"
"","ENSG00000225450"
"RFPL1S","ENSG00000225465"
"ARHGAP23","ENSG00000225485"
"RPL15P4","ENSG00000225499"
"DOCK4-AS1","ENSG00000225572"
"ZNF469","ENSG00000225614"
"C9orf135-AS1","ENSG00000225626"
"","ENSG00000225706"
"UBDP1","ENSG00000225797"
"ERCC6","ENSG00000225830"
"RUSC1-AS1","ENSG00000225855"
"","ENSG00000225922"
"","ENSG00000225936"
"","ENSG00000225938"
"ELFN1","ENSG00000225968"
"","ENSG00000225973"
"UBXN10-AS1","ENSG00000225986"
"","ENSG00000225996"
"PHF2P2","ENSG00000226057"
"SLC39A12-AS1","ENSG00000226083"
"RPL7P3","ENSG00000226094"
"","ENSG00000226104"
"","ENSG00000226141"
"AP4B1-AS1","ENSG00000226167"
"","ENSG00000226180"
"TCEB1P21","ENSG00000226186"
"ZNF32-AS1","ENSG00000226245"
"","ENSG00000226330"
"ST7-AS2","ENSG00000226367"
"","ENSG00000226445"
"TMEM185B","ENSG00000226479"
"","ENSG00000226570"
"","ENSG00000226571"
"KIF4B","ENSG00000226650"
"","ENSG00000226659"
"","ENSG00000226664"
"","ENSG00000226740"
"KRTAP3-4P","ENSG00000226776"
"CACTIN-AS1","ENSG00000226800"
"","ENSG00000226803"
"","ENSG00000226828"
"HMGB1P32","ENSG00000226837"
"","ENSG00000226849"
"LHFPL3-AS1","ENSG00000226869"
"","ENSG00000226871"
"NRBF2P2","ENSG00000226933"
"LTA","ENSG00000226979"
"C17orf112","ENSG00000227011"
"SLC8A1-AS1","ENSG00000227028"
"EPPK1","ENSG00000227184"
"","ENSG00000227186"
"C6orf47-AS1","ENSG00000227198"
"SPATA13-AS1","ENSG00000227213"
"","ENSG00000227294"
"IGHJ1P","ENSG00000227335"
"THRAP3P1","ENSG00000227339"
"PARG","ENSG00000227345"
"HPN-AS1","ENSG00000227392"
"","ENSG00000227432"
"STK4-AS1","ENSG00000227477"
"LTB","ENSG00000227507"
"ALG1L8P","ENSG00000227620"
"SOX21-AS1","ENSG00000227640"
"CYCSP41","ENSG00000227691"
"","ENSG00000227726"
"RD3L","ENSG00000227729"
"CALR4P","ENSG00000227742"
"","ENSG00000227788"
"","ENSG00000227895"
"","ENSG00000227934"
"","ENSG00000228008"
"","ENSG00000228035"
"ST13P19","ENSG00000228110"
"","ENSG00000228201"
"MT-ATP8","ENSG00000228253"
"","ENSG00000228273"
"PCAT6","ENSG00000228288"
"","ENSG00000228313"
"","ENSG00000228395"
"","ENSG00000228477"
"","ENSG00000228505"
"CLDN25","ENSG00000228607"
"","ENSG00000228620"
"","ENSG00000228629"
"CES1P1","ENSG00000228695"
"","ENSG00000228703"
"SAPCD1","ENSG00000228727"
"","ENSG00000228754"
"","ENSG00000228804"
"MIR4500HG","ENSG00000228824"
"","ENSG00000228827"
"","ENSG00000228839"
"RPL41","ENSG00000229117"
"AGBL5-IT1","ENSG00000229122"
"TRAC","ENSG00000229164"
"","ENSG00000229242"
"","ENSG00000229257"
"","ENSG00000229258"
"KRTAP9-11P","ENSG00000229351"
"LINC00452","ENSG00000229373"
"","ENSG00000229393"
"SFTA3","ENSG00000229415"
"","ENSG00000229431"
"","ENSG00000229472"
"PATL2","ENSG00000229474"
"MYCBP2-AS2","ENSG00000229521"
"","ENSG00000229525"
"PRAC2","ENSG00000229637"
"","ENSG00000229659"
"","ENSG00000229729"
"C4B-AS1","ENSG00000229776"
"ZNF688","ENSG00000229809"
"EMX2OS","ENSG00000229847"
"","ENSG00000229848"
"","ENSG00000229862"
"","ENSG00000229870"
"OGFR-AS1","ENSG00000229873"
"","ENSG00000229899"
"","ENSG00000229947"
"TFAP2A-AS1","ENSG00000229950"
